id,Distance,Start_coordinates,End_coordinates
4430992.0,550.1,"[51.943816, 4.810878]","[51.938913, 4.811877]"
11875467.0,472.0,"[51.934788, 4.799186]","[51.933465, 4.79352]"
13117029.0,341.9,"[51.93371, 4.794661]","[51.934627, 4.798406]"
7345848.0,49590.4,"[51.938379, 4.789353]","[51.931395, 4.786553]"
5333307.0,554.4,"[51.93634, 4.788743]","[51.937461, 4.782762]"
12907857.0,2155.3,"[51.930144, 4.813623]","[51.941712, 4.831857]"
12735347.0,1019.5,"[51.941867, 4.83364]","[51.942979, 4.848062]"
12929514.0,2166.7,"[51.941651, 4.831935]","[51.929967, 4.813438]"
5564778.0,2351.8,"[51.929707, 4.829294]","[51.939976, 4.854158]"
7041971.0,2346.0,"[51.940062, 4.854106]","[51.929842, 4.829244]"
8419088.0,1063.1,"[51.938638, 4.838139]","[51.939938, 4.853379]"
15072243.0,789.0,"[51.933157, 4.853426]","[51.939472, 4.851112]"
9706426.0,48.3,"[51.924492, 4.817689]","[51.924369, 4.817481]"
13941895.0,1927.2,"[51.925064, 4.816903]","[51.925116, 4.816816]"
1798190.0,606.5,"[51.94553, 4.853168]","[51.94963, 4.850823]"
7514928.0,119.6,"[51.943951, 4.861478]","[51.943474, 4.862981]"
8935537.0,1502.4,"[51.941248, 4.883526]","[51.943351, 4.863456]"
9078930.0,509.0,"[51.948354, 4.86084]","[51.949836, 4.867855]"
4631949.0,612.0,"[51.94284, 4.871319]","[51.942323, 4.879835]"
19383059.0,2391.0,"[51.937247, 4.870907]","[51.937238, 4.87096]"
11179868.0,149.2,"[51.942643, 4.883098]","[51.941325, 4.883456]"
15409212.0,461.3,"[51.936327, 4.888166]","[51.932348, 4.890245]"
10968739.0,126.2,"[51.934846, 4.862833]","[51.935021, 4.8647]"
5128977.0,540.3,"[51.948096, 4.866443]","[51.947569, 4.859187]"
7118337.0,310.1,"[51.927627, 4.873712]","[51.927574, 4.873761]"
13041766.0,1031.1,"[51.944886, 4.924617]","[51.941026, 4.911765]"
15914495.0,466.3,"[51.936335, 4.908785]","[51.940328, 4.906524]"
10635867.0,1900.0,"[51.923894, 4.914375]","[51.940267, 4.906571]"
9712902.0,1855.5,"[51.934652, 4.910061]","[51.942564, 4.933504]"
9745857.0,1647.6,"[51.948892, 4.931248]","[51.93469, 4.937599]"
9570712.0,1860.3,"[51.942562, 4.933446]","[51.934631, 4.909989]"
8473130.0,1069.6,"[51.927383, 4.954328]","[51.934679, 4.964483]"
6867730.0,1359.7,"[51.94111, 4.966866]","[51.951122, 4.965123]"
4712389.0,2833.3,"[51.924254, 4.990447]","[51.935633, 4.966052]"
7152861.0,140.8,"[51.949647, 4.965663]","[51.950889, 4.96528]"
9719435.0,1208.9,"[51.939415, 4.956778]","[51.949578, 4.950592]"
9866535.0,327.1,"[51.94635, 4.95261]","[51.949169, 4.9509]"
9712996.0,2777.4,"[51.935536, 4.966143]","[51.924434, 4.990086]"
9712982.0,1210.4,"[51.949649, 4.95052]","[51.939484, 4.956729]"
9825320.0,359.3,"[51.93419, 4.979994]","[51.937336, 4.981076]"
16032129.0,836.1,"[51.928088, 4.955315]","[51.933735, 4.963142]"
9976465.0,344.1,"[51.932092, 4.995766]","[51.929347, 4.993592]"
14746391.0,1062.3,"[51.936258, 5.001106]","[51.933616, 5.015978]"
4701734.0,906.3,"[51.931542, 4.996681]","[51.924346, 4.997597]"
7583236.0,1067.3,"[51.933566, 5.016113]","[51.936182, 5.001275]"
20891016.0,360.0,"[51.939125, 5.000082]","[51.936932, 5.0002]"
8473145.0,720.3,"[51.941917, 5.045393]","[51.94791, 5.049437]"
19995281.0,821.8,"[51.93937, 5.065477]","[51.945958, 5.070752]"
12953530.0,1399.4,"[51.949196, 5.051313]","[51.946644, 5.071042]"
7272859.0,1240.6,"[51.929643, 5.078006]","[51.934642, 5.061948]"
15300662.0,1277.2,"[51.934823, 5.060474]","[51.937499, 5.043085]"
5822271.0,1236.2,"[51.935328, 5.061988]","[51.945165, 5.070339]"
7062214.0,1318.0,"[51.945492, 5.070389]","[51.934921, 5.061743]"
7301847.0,1003.6,"[51.933939, 5.064662]","[51.929805, 5.077576]"
15729276.0,2727.7,"[51.929771, 5.077991]","[51.937993, 5.041927]"
12624101.0,2788.6,"[51.938144, 5.041807]","[51.929689, 5.078091]"
20063154.0,2428.9,"[51.943666, 5.086557]","[51.933406, 5.116927]"
8126226.0,1582.0,"[51.927585, 5.08737]","[51.939976, 5.098395]"
7804255.0,1622.9,"[51.94016, 5.098638]","[51.927475, 5.08727]"
21920744.0,750.9,"[51.934205, 5.151533]","[51.94023, 5.156337]"
17205278.0,498.1,"[51.941053, 5.157162]","[51.941954, 5.150078]"
7639408.0,398.0,"[51.939531, 5.156561]","[51.939358, 5.162356]"
19906106.0,1315.8,"[51.925387, 5.143685]","[51.927683, 5.160907]"
7289784.0,362.8,"[51.945477, 5.141736]","[51.943784, 5.146148]"
13970386.0,929.9,"[51.94361, 5.14719]","[51.940514, 5.156842]"
4900150.0,635.0,"[51.939418, 5.138657]","[51.94299, 5.145805]"
7289807.0,323.1,"[51.943678, 5.146788]","[51.941824, 5.149458]"
21038416.0,1361.5,"[51.946017, 5.141297]","[51.941037, 5.157278]"
7637853.0,1358.8,"[51.927664, 5.161063]","[51.925166, 5.143179]"
19051613.0,1220.9,"[51.953319, 4.021031]","[51.963578, 4.014841]"
4946825.0,2106.3,"[51.966315, 4.045805]","[51.972775, 4.017063]"
9850580.0,2313.9,"[51.973289, 4.014986]","[51.953657, 4.020757]"
4013733.0,2152.2,"[51.973203, 4.015324]","[51.966361, 4.04468]"
8364851.0,2244.3,"[51.953817, 4.020667]","[51.972831, 4.014683]"
6351198.0,612.3,"[51.964137, 4.015107]","[51.959127, 4.016606]"
9590635.0,255.7,"[51.976169, 4.128422]","[51.974859, 4.131481]"
16946702.0,463.8,"[51.975846, 4.133567]","[51.978353, 4.1282]"
19726623.0,377.2,"[51.9756, 4.13389]","[51.973457, 4.135731]"
3157025.0,522.6,"[51.97012782096863, 4.124057292938232]","[51.966946721076965, 4.129625558853149]"
8984834.0,559.0,"[51.96676, 4.129982]","[51.970067, 4.12402]"
13170869.0,145.8,"[51.965378, 4.13025]","[51.966633, 4.130277]"
19778805.0,412.2,"[51.975353, 4.133565]","[51.977148, 4.128967]"
17283824.0,303.5,"[51.963171, 4.137738]","[51.964033, 4.133529]"
7334196.0,80.5,"[51.966788, 4.131607]","[51.966694, 4.130447]"
11004747.0,193.0,"[51.973999, 4.13409]","[51.975375, 4.133611]"
1566461.0,334.6,"[51.953954, 4.171983]","[51.956058, 4.168878]"
1102993.0,1192.5,"[51.96550867, 4.14971304]","[51.95855534, 4.16294109]"
20455252.0,615.3,"[51.961566, 4.157257]","[51.965153, 4.150445]"
8837765.0,616.7,"[51.958658, 4.162689]","[51.955993, 4.170119]"
13840555.0,595.7,"[51.954827, 4.175534]","[51.958962, 4.181049]"
4307779.0,292.5,"[51.956018, 4.168369]","[51.954143, 4.171276]"
5501246.0,176.0,"[51.969146, 4.148355]","[51.970312, 4.150086]"
6859349.0,1614.0,"[51.977127, 4.157694]","[51.970408, 4.178235]"
8106141.0,425.5,"[51.953898, 4.157326]","[51.951791, 4.161569]"
2301246.0,1829.4,"[51.97007275191319, 4.179081721235233]","[51.977656739812325, 4.155686320740874]"
12383403.0,1464.7,"[51.960038, 4.217821]","[51.969521, 4.204933]"
20187944.0,650.1,"[51.966856, 4.21094]","[51.962384, 4.215608]"
16588293.0,307.1,"[51.972487, 4.198115]","[51.97098, 4.201762]"
6604894.0,154.8,"[51.971205, 4.210407]","[51.971979, 4.212104]"
5897955.0,1351.5,"[51.961297, 4.187639]","[51.951566, 4.198598]"
11036141.0,510.1,"[51.958049, 4.219473]","[51.955013, 4.224255]"
5680339.0,1282.2,"[51.971164, 4.201319]","[51.977697, 4.186059]"
6712627.0,872.8,"[51.966356, 4.190871]","[51.970507, 4.201662]"
16322315.0,639.1,"[51.973017, 4.227171]","[51.973501, 4.218054]"
7097718.0,320.8,"[51.952416, 4.226304]","[51.955118, 4.2266]"
9900983.0,647.3,"[51.972518, 4.246562]","[51.973279, 4.255465]"
5203160.0,1223.9,"[51.975298, 4.25269]","[51.975352, 4.252782]"
7106137.0,1601.6,"[51.964573, 4.248126]","[51.958775, 4.230701]"
11818932.0,813.6,"[51.964098, 4.262222]","[51.968013, 4.272241]"
11338955.0,922.0,"[51.960624, 4.263304]","[51.967761, 4.256464]"
10265732.0,1081.5,"[51.977578, 4.265653]","[51.972582, 4.252485]"
3408837.0,373.8,"[51.968443, 4.255758]","[51.971324, 4.252955]"
10905591.0,437.4,"[51.976992, 4.269438]","[51.973888, 4.273277]"
6359584.0,1545.2,"[51.959148, 4.23048]","[51.964469, 4.248072]"
17625677.0,730.2,"[51.958953, 4.253466]","[51.960189, 4.263414]"
7204904.0,2314.1,"[51.971247, 4.308697]","[51.954545, 4.292108]"
2488392.0,905.2,"[51.965780882164836, 4.303494729101658]","[51.9717525690794, 4.310922939330339]"
10637512.0,2315.2,"[51.954985, 4.293049]","[51.971631, 4.310491]"
7066342.0,627.9,"[51.969745, 4.304426]","[51.973787, 4.310458]"
5113223.0,2727.0,"[51.951648, 4.279911]","[51.968615, 4.304222]"
2983055.0,1310.9,"[51.955663, 4.311854]","[51.953109, 4.2932]"
13507848.0,636.3,"[51.969964, 4.28486]","[51.968439, 4.275978]"
5491842.0,1118.4,"[51.978604, 4.300167]","[51.973209, 4.287413]"
10580503.0,597.0,"[51.974698, 4.277108]","[51.977974, 4.283985]"
7371117.0,1005.6,"[51.95346, 4.295955]","[51.955419, 4.310267]"
9129303.0,1104.8,"[51.975348, 4.340919]","[51.978313, 4.356146]"
2414958.0,778.4,"[51.97205817326903, 4.324298361316323]","[51.973804542794824, 4.335385523736477]"
9194753.0,417.9,"[51.973656, 4.334377]","[51.974911, 4.340135]"
10203574.0,1110.4,"[51.978198, 4.355632]","[51.975258, 4.340309]"
19333849.0,995.3,"[51.962877, 4.326433]","[51.971172, 4.321837]"
11016719.0,1974.3,"[51.957073, 4.349298]","[51.973609, 4.339088]"
3396922.0,425.0,"[51.97455916553736, 4.357703598216176]","[51.978284334763885, 4.35620566830039]"
10442590.0,480.2,"[51.955662, 4.354879]","[51.954841, 4.348202]"
1214615.0,2582.5,"[51.971648, 4.321837]","[51.978353, 4.356627]"
16774520.0,3260.3,"[51.977904, 4.356339]","[51.978322, 4.356149]"
11298388.0,472.4,"[51.964596, 4.396238]","[51.966949, 4.402004]"
14403390.0,400.5,"[51.964678, 4.391558]","[51.964273, 4.395612]"
1215430.0,283.1,"[51.96431, 4.395738]","[51.963702, 4.392622]"
11095705.0,648.4,"[51.95526, 4.387349]","[51.958079, 4.39561]"
17483521.0,641.9,"[51.952991, 4.378629]","[51.952129, 4.371305]"
14384178.0,389.0,"[51.972034, 4.379651]","[51.9729, 4.38513]"
13096726.0,1956.7,"[51.95199, 4.371091]","[51.957895, 4.395276]"
6913551.0,1128.4,"[51.957783, 4.395141]","[51.953349, 4.380469]"
1373934.0,735.3,"[51.97272048, 4.39953939]","[51.96665571, 4.4036703]"
9841858.0,1395.5,"[51.978306, 4.397845]","[51.966816, 4.403257]"
14236001.0,589.5,"[51.968799, 4.426186]","[51.971687, 4.433285]"
1377669.0,1488.3,"[51.964574474841356, 4.450281802564859]","[51.964552849531174, 4.450328322127461]"
15304885.0,463.3,"[51.971773, 4.433413]","[51.969483, 4.427784]"
1128254.0,1848.4,"[51.97140627079827, 4.432423822585896]","[51.962637919981, 4.410955840725834]"
15756511.0,994.1,"[51.97256, 4.45099]","[51.970617, 4.436961]"
6465797.0,1329.9,"[51.962747, 4.446731]","[51.971867, 4.434229]"
12593587.0,996.3,"[51.970613, 4.436939]","[51.972551, 4.45113]"
5423957.0,1540.9,"[51.960974, 4.443442]","[51.953473, 4.424601]"
1741508.0,1973.0,"[51.95257964723095, 4.422773551817317]","[51.96226829332572, 4.446855010261707]"
3962954.0,3401.2,"[51.961532, 4.408487]","[51.972565, 4.451396]"
12994018.0,158.3,"[51.969588, 4.463704]","[51.969255, 4.461469]"
6677225.0,361.6,"[51.961905, 4.458893]","[51.964944, 4.45927]"
14430045.0,933.6,"[51.97009, 4.46937]","[51.97218, 4.48241]"
2199177.0,531.6,"[51.96550491443893, 4.458414563054966]","[51.96115212960074, 4.4584948342642745]"
2150780.0,506.5,"[51.96429, 4.49467]","[51.96692, 4.4887]"
1529371.0,732.9,"[51.9685533, 4.4585739]","[51.9700562, 4.4689558]"
7163662.0,236.7,"[51.972087, 4.482464]","[51.970317, 4.484372]"
4862405.0,308.6,"[51.965498, 4.491563]","[51.963717, 4.495006]"
20803424.0,1239.0,"[51.97523, 4.459114]","[51.966341, 4.456973]"
8564609.0,1276.2,"[51.977494, 4.497274]","[51.966094, 4.495521]"
11865513.0,311.2,"[51.968848, 4.535703]","[51.969829, 4.537819]"
8535846.0,730.5,"[51.95813, 4.517564]","[51.963514, 4.522619]"
2094225.0,21517.6,"[51.95680530876828, 4.517475661546114]","[51.956277058449906, 4.517403756897849]"
1260247.0,2914.9,"[51.9764150865376, 4.542785491794348]","[51.97639371268451, 4.5424460247159]"
20474663.0,335.0,"[51.95201, 4.506498]","[51.951872, 4.510881]"
10804292.0,185.8,"[51.978521, 4.537059]","[51.977595, 4.537469]"
7260481.0,662.0,"[51.976592, 4.526207]","[51.97247, 4.519746]"
9388707.0,197.1,"[51.972793, 4.518984]","[51.973874, 4.516956]"
8111953.0,130.2,"[51.964718, 4.519751]","[51.963973, 4.52116]"
10729268.0,2161.7,"[51.971973, 4.502727]","[51.965334, 4.519428]"
14963090.0,517.7,"[51.971295, 4.544127]","[51.973576, 4.550431]"
2503544.0,229.6,"[51.975660296157, 4.550565993413329]","[51.97707616724074, 4.548856168985367]"
2317759.0,322.5,"[51.97674441, 4.54716471]","[51.97638695, 4.54456396]"
16020972.0,360.9,"[51.971522, 4.565801]","[51.972158, 4.57073]"
11389062.0,444.8,"[51.97241, 4.561778]","[51.971443, 4.567762]"
3854319.0,935.8,"[51.9776326417923, 4.582154955714941]","[51.97225380688906, 4.571530977264047]"
11846745.0,548.5,"[51.974445, 4.574393]","[51.971892, 4.568606]"
5473244.0,128.4,"[51.969842, 4.551887]","[51.970656, 4.550562]"
1455330.0,1511.9,"[51.97568770498037, 4.577361345291138]","[51.9725520350039, 4.559712493792176]"
10478949.0,959.9,"[51.953899, 4.571343]","[51.958992, 4.582608]"
8027612.0,190.1,"[51.970584, 4.628753]","[51.968921, 4.628303]"
3976930.0,627.1,"[51.974407, 4.624509]","[51.97836, 4.617985]"
7018088.0,495.2,"[51.977925, 4.618555]","[51.974828, 4.62374]"
6914962.0,252.1,"[51.975753, 4.622308]","[51.97734, 4.619686]"
5468902.0,2072.2,"[51.967207, 4.627798]","[51.951404, 4.613288]"
6795011.0,1111.3,"[51.978328, 4.618044]","[51.971734, 4.625687]"
9669891.0,732.0,"[51.96958, 4.60822]","[51.965916, 4.617077]"
10870036.0,581.1,"[51.957524, 4.600695]","[51.953433, 4.605831]"
8053771.0,754.5,"[51.966609, 4.615255]","[51.970711, 4.606628]"
4846336.0,172.8,"[51.969967, 4.589496]","[51.96874, 4.591254]"
8888771.0,496.5,"[51.969722, 4.649892]","[51.966897, 4.644354]"
9222293.0,1065.5,"[51.963532, 4.639472]","[51.96995, 4.650781]"
12522040.0,2192.9,"[51.963462, 4.639269]","[51.969821, 4.649833]"
3937351.0,1094.3,"[51.967413, 4.645363]","[51.9745, 4.65441]"
7771149.0,515.3,"[51.962267, 4.637208]","[51.958676, 4.641928]"
9698780.0,1377.9,"[51.971532, 4.635852]","[51.964743, 4.63383]"
3578703.0,1053.6,"[51.969783660024405, 4.650150714442134]","[51.96326748467982, 4.639490861445665]"
12782770.0,398.8,"[51.969258, 4.657879]","[51.971531, 4.653406]"
20558745.0,1579.9,"[51.964691, 4.664705]","[51.9524, 4.653506]"
5064299.0,720.1,"[51.961621, 4.660937]","[51.966373, 4.667901]"
7654794.0,1261.8,"[51.977625, 4.687908]","[51.970808, 4.701932]"
10403925.0,2666.0,"[51.951834, 4.718]","[51.955152, 4.694166]"
10584413.0,2043.6,"[51.968087, 4.699438]","[51.955054, 4.693959]"
2611288.0,2285.5,"[51.96806739, 4.69941368]","[51.95244622, 4.71715861]"
14798904.0,2380.1,"[51.951833, 4.717862]","[51.968178, 4.699407]"
5360275.0,1261.3,"[51.968596, 4.756351]","[51.961923, 4.741353]"
8757623.0,1977.9,"[51.962358, 4.742331]","[51.971565, 4.76669]"
20920689.0,1841.6,"[51.961746, 4.780556]","[51.965597, 4.806564]"
10789803.0,1689.7,"[51.965528, 4.805451]","[51.96195, 4.781582]"
4802592.0,1748.6,"[51.972761, 4.775087]","[51.976048, 4.799836]"
4802650.0,1704.2,"[51.976184, 4.799856]","[51.972872, 4.775733]"
13870426.0,1182.4,"[51.975921, 4.800778]","[51.968074, 4.809352]"
8667431.0,1926.2,"[51.952286, 4.781214]","[51.957176, 4.807953]"
19246733.0,1968.4,"[51.957175, 4.808297]","[51.952176, 4.780895]"
6373545.0,2358.8,"[51.971364, 4.82779]","[51.956428, 4.847114]"
4469805.0,2382.1,"[51.95631, 4.84714]","[51.97141, 4.827637]"
3874980.0,984.0,"[51.97504342, 4.84400778]","[51.97251982, 4.8302726]"
2256720.0,1583.0,"[51.97055133333333, 4.826484733333333]","[51.95641690000001, 4.828695316666667]"
1923157.0,1249.3,"[51.972190669897515, 4.828471489616694]","[51.97523605559004, 4.846001818036972]"
3096051.0,1554.3,"[51.95645, 4.82873]","[51.970351, 4.826576]"
4066432.0,2206.6,"[51.970754, 4.828715]","[51.956904, 4.84739]"
20600174.0,5392.3,"[51.956385, 4.847013]","[51.956166, 4.846537]"
3747095.0,1242.3,"[51.97520482353866, 4.846141152083874]","[51.97213553823531, 4.828751720488071]"
21891630.0,3437.0,"[51.959052, 4.846601]","[51.959744, 4.828272]"
11608356.0,489.6,"[51.961817, 4.899268]","[51.95764, 4.901506]"
8548024.0,497.5,"[51.957581, 4.901473]","[51.961838, 4.899223]"
2299692.0,878.9,"[51.9572412395282, 4.90188444143452]","[51.964665615287856, 4.897667191797545]"
17634085.0,1727.0,"[51.974322, 4.918685]","[51.974528, 4.94259]"
13482431.0,290.3,"[51.970129, 4.928835]","[51.967723, 4.930411]"
17661795.0,1646.5,"[51.974657, 4.925861]","[51.969872, 4.941609]"
16424533.0,438.1,"[51.961056, 4.94357]","[51.961238, 4.944425]"
1418185.0,2697.6,"[51.9572382979095, 4.902757555246353]","[51.968416236341, 4.936082828789949]"
2175369.0,466.3,"[51.963596629428714, 4.933303473069452]","[51.96726322528088, 4.930482986824957]"
12664238.0,835.4,"[51.967844, 4.930313]","[51.974781, 4.925835]"
8548973.0,1718.1,"[51.970108, 4.942413]","[51.974759, 4.925818]"
8541386.0,117.3,"[51.961483, 4.94488]","[51.961567, 4.944849]"
8541397.0,32.5,"[51.96171, 4.939064]","[51.961609, 4.938778]"
7167533.0,621.5,"[51.963481, 4.971698]","[51.967768, 4.977138]"
10905329.0,2245.4,"[51.96486, 4.954244]","[51.970791, 4.980311]"
14069189.0,59.5,"[51.957679, 4.96292]","[51.95783, 4.963728]"
6967546.0,297.5,"[51.971465, 4.976527]","[51.969635, 4.978953]"
7321800.0,1109.8,"[51.967503, 4.989812]","[51.960364, 4.978887]"
9476046.0,1031.3,"[51.972156, 4.982021]","[51.964632, 4.973651]"
10753957.0,1081.4,"[51.972162, 4.95867]","[51.97473, 4.973756]"
6373657.0,694.3,"[51.969588, 4.978974]","[51.974756, 4.974519]"
7303548.0,532.6,"[51.954534, 4.982191]","[51.956906, 4.97621]"
16126187.0,1867.0,"[51.970483, 4.975483]","[51.965413, 4.954079]"
13212720.0,2619.4,"[51.978431, 4.995423]","[51.973478, 5.025888]"
20426226.0,1035.2,"[51.964495, 5.035766]","[51.965682, 5.021554]"
16764730.0,2257.6,"[51.973438, 5.004283]","[51.958908, 5.006788]"
22257470.0,741.1,"[51.973707, 5.004037]","[51.967398, 5.006987]"
22257431.0,1294.4,"[51.951722, 5.000775]","[51.960815, 5.011233]"
22257465.0,1377.6,"[51.960775, 5.011822]","[51.957502, 5.030765]"
22257480.0,1240.4,"[51.96714, 5.006167]","[51.959068, 5.006562]"
16789308.0,2137.1,"[51.95874, 5.006842]","[51.973751, 5.004112]"
14461312.0,2529.1,"[51.978849, 5.064674]","[51.964519, 5.038984]"
11880649.0,878.0,"[51.976598, 5.068244]","[51.968763, 5.066851]"
6010081.0,77.5,"[51.977644, 5.064408]","[51.977863, 5.063341]"
7273444.0,858.8,"[51.969249, 5.072358]","[51.97414, 5.081867]"
7272873.0,214.7,"[51.95724, 5.078805]","[51.958825, 5.077705]"
6580357.0,382.7,"[51.97443, 5.060606]","[51.976829, 5.064591]"
7301393.0,695.8,"[51.973154, 5.080352]","[51.969296, 5.072505]"
7301810.0,291.7,"[51.959966, 5.078864]","[51.957917, 5.07852]"
2531296.0,455.0,"[51.95900092832744, 5.071298014372587]","[51.959086088463664, 5.077667674049735]"
13865599.0,1314.8,"[51.955003, 5.03893]","[51.957121, 5.055683]"
20999609.0,1015.8,"[51.977701, 5.115465]","[51.968755, 5.118397]"
7029409.0,405.6,"[51.966824, 5.106685]","[51.966777, 5.112372]"
6949296.0,538.5,"[51.968268, 5.118223]","[51.966493, 5.110952]"
18968987.0,2519.4,"[51.96774, 5.116426]","[51.973775, 5.083522]"
7289718.0,569.1,"[51.966679, 5.085693]","[51.971129, 5.089761]"
15210573.0,539.2,"[51.970463, 5.089172]","[51.966318, 5.085176]"
12888167.0,718.0,"[51.973569, 5.087114]","[51.978831, 5.093145]"
20783315.0,1469.0,"[51.960306, 5.110607]","[51.964931, 5.090748]"
20783333.0,796.0,"[51.970323, 5.094004]","[51.97452, 5.084612]"
19929460.0,905.5,"[51.951633, 5.10587]","[51.95866, 5.112538]"
6945918.0,1360.1,"[51.994361, 4.124197]","[51.986889, 4.10894]"
8742640.0,774.7,"[51.993723, 4.126272]","[51.999235, 4.13309]"
3850321.0,1329.9,"[51.99134157970548, 4.118009163066745]","[51.99972943402827, 4.131504697725177]"
8365315.0,695.3,"[51.982473, 4.121628]","[51.987586, 4.127259]"
3790034.0,710.5,"[51.9810448, 4.1130225]","[51.9859408, 4.1084323]"
7370012.0,329.3,"[51.997432, 4.134358]","[52.000214, 4.133654]"
7623899.0,804.5,"[51.988398, 4.128101]","[51.994556, 4.134494]"
4333964.0,1295.2,"[52.000063, 4.131798]","[51.991794, 4.118967]"
7861057.0,392.5,"[51.98904, 4.12447]","[51.98913, 4.119211]"
16376418.0,1026.7,"[51.983879, 4.097733]","[51.981228, 4.11193]"
10281196.0,476.2,"[51.982262, 4.175735]","[51.984192, 4.16953]"
18427745.0,586.4,"[51.97931, 4.154352]","[51.981296, 4.146519]"
7094084.0,234.2,"[51.985719, 4.164968]","[51.987233, 4.162606]"
14228659.0,654.6,"[51.979949, 4.160801]","[51.9852, 4.165]"
2472531.0,512.0,"[51.99198013118483, 4.150310966616466]","[51.99477865297015, 4.156043807224551]"
7064024.0,1520.9,"[51.98765, 4.161566]","[51.993476, 4.141704]"
11453924.0,610.5,"[51.995205, 4.157134]","[51.991957, 4.150312]"
1686706.0,912.6,"[52.00491, 4.161279]","[52.005032, 4.161089]"
11018506.0,560.3,"[51.981306, 4.14705]","[51.97956, 4.154641]"
4902018.0,921.9,"[52.00311, 4.152311]","[51.995492, 4.157404]"
989923.0,1137.7,"[51.990273892879486, 4.20979293063283]","[51.990293338894844, 4.209692180156708]"
9491676.0,280.2,"[51.980705, 4.21631]","[51.981064, 4.219342]"
4406908.0,419.0,"[51.98764, 4.200292]","[51.988628, 4.20604]"
6859323.0,798.7,"[51.988464, 4.184596]","[51.989243, 4.195179]"
13865864.0,785.5,"[51.991414, 4.218321]","[51.997334, 4.212258]"
9124497.0,569.2,"[51.980085, 4.220159]","[51.981008, 4.216218]"
9491661.0,256.2,"[51.981972, 4.221725]","[51.981064, 4.21962]"
4666678.0,357.9,"[51.989413, 4.227162]","[51.988593, 4.222172]"
15092894.0,541.8,"[51.994953, 4.193587]","[51.998057, 4.195337]"
4621826.0,317.9,"[51.996377, 4.207477]","[51.99426, 4.21048]"
1430067.0,1056.2,"[51.99465716728195, 4.242771277208107]","[51.9946253160499, 4.24274940044083]"
20484747.0,335.3,"[51.991366, 4.234419]","[51.993253, 4.237935]"
7077610.0,996.4,"[51.994427, 4.261609]","[51.989088, 4.250288]"
15285102.0,1277.0,"[51.980868, 4.231095]","[51.987416, 4.246323]"
6680212.0,1180.7,"[51.989609, 4.248054]","[51.994348, 4.261484]"
2024209.0,377.6,"[51.99130654335022, 4.243683815002441]","[51.993430852890015, 4.239456653594971]"
7046044.0,658.4,"[51.986765, 4.263026]","[51.983752, 4.254886]"
8417775.0,266.5,"[51.983646, 4.255118]","[51.984675, 4.25862]"
6844812.0,1712.5,"[52.006605, 4.244858]","[51.996125, 4.263058]"
7362841.0,870.3,"[51.99957, 4.233946]","[51.994325, 4.239941]"
2322701.0,326.7,"[52.00289622709658, 4.310731929687966]","[52.00574048097249, 4.309564380999359]"
3836266.0,392.6,"[51.99098174460232, 4.28999206982553]","[51.992283035069704, 4.295165883377194]"
1565108.0,1090.3,"[51.996635, 4.315558333333334]","[52.005615, 4.309596666666667]"
1518919.0,303.7,"[52.005645, 4.2836304]","[52.0040849, 4.2800143]"
1440730.0,688.3,"[51.99987754225731, 4.312951359897852]","[52.00569030828774, 4.30964570492506]"
1784098.0,1217.0,"[51.99212025851011, 4.295096229761839]","[51.995517360046506, 4.311715783551335]"
6725436.0,1080.5,"[51.981689, 4.296019]","[51.988738, 4.289134]"
12452955.0,243.0,"[51.981193, 4.299098]","[51.981907, 4.297338]"
9578952.0,732.2,"[51.988234, 4.289615]","[51.981965, 4.292503]"
6599294.0,1278.5,"[51.995811, 4.296174]","[52.006021, 4.289641]"
4235390.0,796.2,"[51.989695, 4.324414]","[51.98427, 4.331562]"
11590853.0,247.0,"[51.984475, 4.332133]","[51.98361, 4.328828]"
5516622.0,1667.8,"[51.982582, 4.318847]","[51.996318, 4.328396]"
6392939.0,1181.4,"[52.004905, 4.345592]","[51.999798, 4.330684]"
8297309.0,617.4,"[52.000266, 4.332993]","[52.002805, 4.340987]"
12303068.0,581.2,"[52.002956, 4.341781]","[52.006037, 4.348611]"
11139016.0,1957.5,"[51.996655, 4.328545]","[51.980414, 4.318839]"
14734662.0,571.9,"[51.984884, 4.3354]","[51.986204, 4.343421]"
12063960.0,359.5,"[51.986761, 4.345907]","[51.98739, 4.350906]"
4968605.0,262.8,"[51.989224, 4.357804]","[51.988479, 4.3542]"
20154329.0,875.7,"[51.983264, 4.376969]","[51.990321, 4.371475]"
1111460.0,751.7,"[51.998153803918505, 4.3812562432180915]","[52.000643983531745, 4.391307570044315]"
8173186.0,1002.8,"[51.991927, 4.370476]","[51.999906, 4.364512]"
4668403.0,848.9,"[52.00118, 4.401537]","[51.994161, 4.406223]"
2490683.0,483.0,"[51.9904659, 4.363921]","[51.9920509, 4.3703765]"
7466108.0,992.4,"[51.991343, 4.370608]","[51.983343, 4.376953]"
4958804.0,661.8,"[52.000246, 4.389738]","[51.997915, 4.380869]"
11761865.0,826.7,"[52.006578, 4.384093]","[51.999821, 4.388532]"
7714399.0,631.6,"[52.002201, 4.372003]","[51.996997, 4.375672]"
18384187.0,1109.0,"[51.979965, 4.407611]","[51.988642, 4.401108]"
21190693.0,458.2,"[52.005271, 4.415695]","[52.004875, 4.422227]"
9984568.0,527.2,"[52.004862, 4.423418]","[52.005858, 4.430844]"
